,Kernel,Average False Confidence Before Retraining,Attack,batch_size,eps,eps_step,max_iter,name
1681,linear,0.48015804046658106,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1682,linear,0.47002675877164224,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1683,linear,0.4767998311929458,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1684,linear,0.4615910754738669,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1685,linear,0.4704219992272627,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1686,linear,0.46846064136035886,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1687,linear,0.4889355892419298,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1688,linear,0.47417950293319555,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1689,linear,0.45578282788683033,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1690,linear,0.47090510637867433,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1691,linear,0.464121775024929,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1692,linear,0.47081789080836084,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1693,linear,0.47658787493637694,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1694,linear,0.46998392336201644,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1695,linear,0.4790963270917576,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1696,linear,0.5,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'batch_size': 10}",10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1697,linear,0.47030690000263325,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1698,linear,0.46679866983880997,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1699,linear,0.46681533162059935,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1700,linear,0.4670622873524915,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1701,linear,0.4653946218675117,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1702,linear,0.4721108613635635,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1703,linear,0.4794215499823797,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1704,linear,0.4655005478207102,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1705,linear,0.47667557999698945,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1706,linear,0.470901616893501,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1707,linear,0.46126013554471706,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1708,linear,0.46134237570451175,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1709,linear,0.4819962025370186,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1710,linear,0.4708225949577896,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1711,linear,0.48371291464329,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1712,linear,0.4681419912033116,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1713,linear,0.46583364763952917,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1714,linear,0.47669933653832336,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1715,linear,0.48090865802819055,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1716,linear,0.4689582217021913,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1717,linear,0.46566709253955985,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1718,linear,0.4710084535791651,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1719,linear,0.48086531707552205,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1720,linear,0.4728109522083804,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'batch_size': 10}",10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1721,linear,0.4680125726458749,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1000, 'batch_size': 100}",100,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1722,linear,0.4738046941979311,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1723,linear,0.47956863357180624,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1724,linear,0.4666467678458705,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1725,linear,0.4667587969882331,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1726,linear,0.45600013470325734,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1727,linear,0.4641492109805981,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1728,linear,0.48456208592325034,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1729,linear,0.4709183013896868,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1730,linear,0.47668863804080536,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1731,linear,0.4737715049215734,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1732,linear,0.4900031364587462,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1733,linear,0.47944908256334445,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1734,linear,0.4721062870032497,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1735,linear,0.4542467439498106,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1736,linear,0.4668111236796586,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1737,linear,0.48752648748974226,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1738,linear,0.48199238050319027,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1000, 'batch_size': 1}",1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1739,linear,0.4704219992272627,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1740,linear,0.4670642851204095,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1741,linear,0.468118702497344,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1742,linear,0.4814819293475994,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1743,linear,0.4775308951354035,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1744,linear,0.4685160184703274,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1745,linear,0.47541482433579935,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1746,linear,0.45576512264804686,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1747,linear,0.4705312861986133,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1748,linear,0.4744263950788226,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1749,linear,0.4703485092702783,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1750,linear,0.4704219992272627,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1751,linear,0.4744597185636363,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 10}",10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1752,linear,0.4745767533178312,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1753,linear,0.4704219992272627,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1754,linear,0.4738308213630409,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1755,linear,0.47797622300585657,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1756,linear,0.4535417375142828,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1757,linear,0.47237019107716255,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1758,linear,0.47440460219266756,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1759,linear,0.47662076396941183,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1760,linear,0.4900031364587462,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1761,linear,0.47944832235810353,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 10}",10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1762,linear,0.4526835176762433,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1763,linear,0.4717512953478294,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1764,linear,0.4900031364587462,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1765,linear,0.4654672401294719,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1766,linear,0.4704219992272627,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1767,linear,0.4541643924629299,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1768,linear,0.4696681199082079,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1769,linear,0.469068094752382,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1770,linear,0.47615323377605373,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1771,linear,0.46183980182861406,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1772,linear,0.46197186568278586,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1773,linear,0.4713590851701283,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1774,linear,0.4737558792106914,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1775,linear,0.47590498487771127,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1776,linear,0.47374169485800477,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1777,linear,0.46276602797934885,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1778,linear,0.46719182356570604,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1779,linear,0.4760683952916158,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1780,linear,0.4711938761884004,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1781,linear,0.4707240629458229,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1782,linear,0.47814619287854215,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1783,linear,0.47242019680891184,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1784,linear,0.47817470972174836,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1785,linear,0.47020287762603,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1786,linear,0.4667939622160018,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1787,linear,0.4708487012190447,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1788,linear,0.4900031364587462,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1789,linear,0.4885849960645618,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1790,linear,0.46713312888670466,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1791,linear,0.47075338393206856,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1792,linear,0.47680571372488667,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1793,linear,0.48161045208758146,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1794,linear,0.4615910754738669,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
